c.android.youtube,c.katana,p.android.packageinstaller,p.android.settings,p.android.chrome,p.system,p.android.externalstorage
0.35693691184449383,-0.47110811066628566,-1.8453659530180484,0.905798772955654,-0.21569631974844491,0.32090627944428063,-0.5860703343634954
-1.4393112437820306,1.4270388031017627,1.3820056722407403,-0.854665945192978,-2.112082548478345,0.9098877778110481,-0.35719173372645857
1.5652222526335635,-0.6571382400037997,-0.45599546964110094,-0.49311811021621105,0.5608110978188818,-1.089356169259802,1.0179245617122004
-0.12654319551632925,-0.17027417757043878,0.02922689406635814,0.4084172611780264,0.2551675510185987,-0.6975527004832577,0.45260019346853453
-0.13615250655728606,-0.5683004355771326,-0.786650172372962,-1.8260626142192646,0.23104486532405016,0.8317886382923236,1.4962408589596718
-1.1889559369198999,-0.1840035514304261,-1.566137895452724,0.4447958242958217,0.39795204269448436,-0.8184335157248085,-1.3871494833159868
0.14213547865122633,-0.8237071010292604,0.20995459858969043,-0.2673278126473305,1.3551332879162599,0.07479823507946742,0.13034451356995966
-0.25977276756682305,-0.5747769747501276,2.2677820825997737,1.108289060016934,-0.6468808214482671,0.21676232486088917,0.026649385304743336
-0.11217362743718463,0.12598679660376866,-0.15364899323993395,1.17692384185403,0.059120360216272295,-0.18858435909412002,-1.7944327467240149
0.18086549083378706,1.1991569619435956,1.4350294300789321,0.28234626316098876,-0.40142735958704706,0.06459845797920445,0.7188161088932626
1.4251620993893641,-1.762870447207936,0.10068271270130562,0.505674385608053,0.2049610597351165,-0.444571055134558,0.6837425125288628
-1.8877398008457205,0.5985635315610139,-0.29049426945319995,-1.1072850004905448,0.09563528835739456,0.8645993349035429,0.671398603709029
-1.9124375553488338,0.9845742980432568,0.11998980122981787,-0.3391587638991218,-1.251802834871264,2.105043971004439,0.7522220263099905
-1.037724517349822,-0.18827105958742257,-0.9123555324409944,0.8306844817649446,-0.43663711433230346,-0.059970924306769244,-0.9775236378130722
0.36500003517178214,0.8388118942914082,1.3814001566018579,-2.225388269027993,0.8222879415219336,0.6229640229803994,1.553186884751289
-2.0017191371320644,1.2499470755622253,0.2615972617504494,-0.4941026329488456,-0.8652330732033063,0.4023963533681365,1.1011290948852115
-0.2135780769036277,1.4145061590658528,1.5835890649091884,2.0248495552854644,-1.0209760464241457,-0.5601856038001919,-0.38041127235007294
-0.3660678028675673,0.3385120219863605,0.13904857978572516,0.508867494953109,0.05187854463331204,-1.38339755597509,-0.46624847418718746
-0.343816353254331,0.9376401479935091,-0.04356087478170627,1.8288079551357244,-1.3972236490312675,-0.4057872814600255,-1.8209393518691768
-2.143938868234263,0.5778301211440235,-0.2830760476493686,0.15095022751580134,0.7896460787996881,0.9388511219294312,0.3143745798500645
0.7843247774375306,-0.740336909149838,-0.6158612731140498,0.8698038335667072,0.9241916917731937,0.2933026477402616,-0.9187059814471855
-0.7819034455173793,1.2840057618407776,-0.6201304598847315,-0.9910372969599395,0.1823013136694654,-1.0238931835663612,0.7846651812035398
0.6459647280127883,-0.5015744024985963,-0.3654444626738615,-1.0828882645242217,-0.07974439807949059,-2.420464863905549,-1.1406717238615878
-0.6079398617838033,0.04750684241460762,0.3527595537847089,-1.1746075616508376,0.5398125558943945,0.6232785240569507,1.7322876189033614
0.32009777614538576,0.382271773190207,0.11158581069627854,1.8698236520409544,-1.6225997266109253,0.4477361518836908,-1.3485924403009444
-0.3227887315275836,0.35625045007266526,1.7419721309816711,-0.22922114582543243,-0.19454205105802316,-0.5930781180142927,0.16391190922738855
-0.48262111040188543,0.08813546930946438,0.45228349682606833,-1.4971098513257808,0.08138264658549103,-1.6959502467807062,1.2693657973807273
0.28738764277346224,-0.7982490039853106,0.27617442964044947,-0.4434770381342008,0.4636930922122981,-0.3035991505469208,0.60390753468926
