accuracy,loss,val_accuracy,val_loss
0.439453125,1.0581433773040771,0.5091145634651184,1.0104188919067383
0.5352492332458496,0.9676311016082764,0.6012369990348816,0.8845700621604919
0.5990978479385376,0.8911256194114685,0.6476237177848816,0.813145637512207
0.627139151096344,0.8461905717849731,0.6912434697151184,0.7466557621955872
0.651739239692688,0.811394989490509,0.7054036259651184,0.7265703678131104
0.6669456958770752,0.7778666615486145,0.7213541865348816,0.692578136920929
0.680059552192688,0.7527571320533752,0.7342122197151184,0.6481918692588806
0.6915457844734192,0.7286071181297302,0.7415364384651184,0.6265756487846375
0.6966145634651184,0.7207343578338623,0.7420247197151184,0.6223295331001282
0.7105189561843872,0.6891018748283386,0.7374674677848816,0.6267560124397278
0.7145647406578064,0.6779283881187439,0.7652994990348816,0.5846627354621887
0.7212146520614624,0.6664845943450928,0.7766926884651184,0.5536240935325623
0.7306082844734192,0.6450185775756836,0.7718098759651184,0.56171053647995
0.7368396520614624,0.6350961327552795,0.7877604365348816,0.5274375677108765
0.7440476417541504,0.6241994500160217,0.78662109375,0.5383578538894653
0.7504650354385376,0.6063969135284424,0.7861328125,0.5251461863517761
0.7539527416229248,0.5971535444259644,0.7892252802848816,0.5204401016235352
0.7619512677192688,0.58111971616745,0.80029296875,0.5027709603309631
0.7648809552192688,0.5737547278404236,0.8107096552848816,0.47750774025917053
0.7764136791229248,0.5567697882652283,0.8172200322151184,0.46739426255226135
0.7742745280265808,0.5560330152511597,0.8017578125,0.4849260747432709
0.7774367332458496,0.5466671586036682,0.8219401240348816,0.454762727022171
0.781622052192688,0.5365775227546692,0.8123372197151184,0.48944008350372314
0.785528302192688,0.5250035524368286,0.8251953125,0.45312705636024475
0.7916666865348816,0.5197286605834961,0.8260090947151184,0.44428861141204834
0.7954334020614624,0.5164619088172913,0.8269856572151184,0.44587036967277527
0.7940382957458496,0.5114985108375549,0.8338215947151184,0.42646586894989014
0.7991071343421936,0.5049654841423035,0.8416340947151184,0.41134628653526306
0.8000372052192688,0.4975777268409729,0.8362630009651184,0.4205727279186249
0.8000372052192688,0.4911509156227112,0.8185221552848816,0.4747011661529541
0.8095238208770752,0.4791980981826782,0.8294270634651184,0.42769408226013184
0.810360848903656,0.47698643803596497,0.8525390625,0.3907165229320526
0.8119884729385376,0.46803274750709534,0.84228515625,0.4092901647090912
0.8134300708770752,0.46017032861709595,0.8367512822151184,0.42176762223243713
0.8166387677192688,0.45905131101608276,0.8416340947151184,0.4044773578643799
0.8204054832458496,0.45539969205856323,0.8444010615348816,0.39355114102363586
0.8186383843421936,0.45638307929039,0.8544921875,0.37695595622062683
0.822079598903656,0.4425160586833954,0.8483073115348816,0.3892684280872345
0.8234747052192688,0.4377601146697998,0.8439127802848816,0.3784729242324829
0.8257068395614624,0.43525227904319763,0.859375,0.3668314218521118
0.8320777416229248,0.4269232451915741,0.8653971552848816,0.35498538613319397
0.8293340802192688,0.4266401529312134,0.8644205927848816,0.3599182665348053
0.8304036259651184,0.42547407746315,0.8553059697151184,0.37843239307403564
0.8340773582458496,0.42381614446640015,0.8587239384651184,0.36014237999916077
0.8331007957458496,0.4186215102672577,0.8470051884651184,0.38522765040397644
0.8318917155265808,0.4183623492717743,0.8543294072151184,0.3701002895832062
