accuracy,loss,val_accuracy,val_loss
0.4828694760799408,1.0236737728118896,0.5769782066345215,0.923905074596405
0.5662841796875,0.9275920987129211,0.6370412707328796,0.8477453589439392
0.6099446415901184,0.8613895773887634,0.6654242873191833,0.7710992097854614
0.6375732421875,0.8195838928222656,0.6919438242912292,0.7360703945159912
0.6584065556526184,0.7863562703132629,0.6971043348312378,0.7194424271583557
0.6698405146598816,0.7611222267150879,0.7102924585342407,0.679348349571228
0.6885986328125,0.7310453057289124,0.7078555226325989,0.6891366839408875
0.6985676884651184,0.7059927582740784,0.7555906176567078,0.602792501449585
0.711669921875,0.6815922856330872,0.7475630640983582,0.6154966950416565
0.7215169072151184,0.6597640514373779,0.7631880640983582,0.5783666372299194
0.7314046025276184,0.6433455348014832,0.7706422209739685,0.5525141358375549
0.7355143427848816,0.630423903465271,0.7790997624397278,0.545250654220581
0.748291015625,0.6026718020439148,0.7732225060462952,0.5638265609741211
0.7502848505973816,0.6002018451690674,0.7905676364898682,0.5238222479820251
0.7564290165901184,0.5878151059150696,0.8006020784378052,0.5040088891983032
0.7635090947151184,0.5763520002365112,0.7766628265380859,0.5380346179008484
0.7699381709098816,0.5624729990959167,0.8028956651687622,0.4873630702495575
0.7709553837776184,0.5561179518699646,0.8050458431243896,0.4829840362071991
0.7786051630973816,0.5417349934577942,0.8071960806846619,0.4855635166168213
0.7804768681526184,0.5390280485153198,0.8066226840019226,0.48591306805610657
0.7882487177848816,0.5227843523025513,0.8162270784378052,0.4577593207359314
0.7890625,0.5161592364311218,0.8127866983413696,0.4676969051361084
0.7930094599723816,0.5089988708496094,0.8173738718032837,0.4525938928127289
0.7990315556526184,0.4973575174808502,0.8146502375602722,0.45732370018959045
0.8009846806526184,0.4990263879299164,0.8317087292671204,0.4303286373615265
0.8021647334098816,0.48473647236824036,0.8239678740501404,0.4388621747493744
0.806396484375,0.4750511944293976,0.8390194773674011,0.4175509810447693
0.8074951171875,0.47740301489830017,0.8322821259498596,0.4213854670524597
0.8142903447151184,0.46287500858306885,0.8345757126808167,0.4173584580421448
0.8165690302848816,0.46026909351348877,0.8314220309257507,0.4191959500312805
0.8191325068473816,0.4520871937274933,0.8362958431243896,0.41464075446128845
0.8214111328125,0.4505094289779663,0.8309919834136963,0.4216238260269165
0.8269450068473816,0.43602892756462097,0.8490539193153381,0.3922882378101349
0.8267822265625,0.4323619604110718,0.8368692398071289,0.4164911210536957
0.827880859375,0.42846426367759705,0.8464736342430115,0.3773527145385742
0.8287353515625,0.4294193685054779,0.8443233966827393,0.40045103430747986
0.8297119140625,0.42708757519721985,0.8444667458534241,0.3908410966396332
0.8320719599723816,0.4223756790161133,0.8567947149276733,0.3706856966018677
0.8352864384651184,0.41240599751472473,0.8512041568756104,0.38163280487060547
0.8389892578125,0.4068395793437958,0.8457568883895874,0.40206775069236755
0.841796875,0.4026298522949219,0.8451834917068481,0.3867458403110504
0.8410237431526184,0.4021413028240204,0.8534976840019226,0.3718486428260803
0.8419189453125,0.39698246121406555,0.8603784441947937,0.3545371890068054
0.8415120244026184,0.39331188797950745,0.8565080165863037,0.3697086274623871
0.8495686650276184,0.37911179661750793,0.868835985660553,0.3470158576965332
0.8484700322151184,0.3827197551727295,0.865539014339447,0.3477996587753296
0.8480224609375,0.3811638355255127,0.86725914478302,0.34428486227989197
0.852783203125,0.3733385503292084,0.8732798099517822,0.3388332426548004
0.8501383662223816,0.3755558729171753,0.8631020784378052,0.3542857766151428
0.8529866337776184,0.372409462928772,0.8523508906364441,0.3732953667640686
0.8562418818473816,0.36059877276420593,0.8503440618515015,0.3891353905200958
0.8568928837776184,0.3633458614349365,0.8557912707328796,0.35829201340675354
0.8563232421875,0.36206915974617004,0.8606651425361633,0.356319397687912
