accuracy,loss,val_accuracy,val_loss
0.4872232973575592,1.0146089792251587,0.6214162707328796,0.8872784972190857
0.5927734375,0.8937910199165344,0.6611238718032837,0.7952982783317566
0.640625,0.8220534920692444,0.6909403800964355,0.7360667586326599
0.665283203125,0.773953378200531,0.7118692398071289,0.682909369468689
0.6880289912223816,0.7342686653137207,0.7319380640983582,0.6462582349777222
0.7073161005973816,0.6949424147605896,0.7465596199035645,0.615182638168335
0.7281901240348816,0.6557880640029907,0.7709289193153381,0.5666162371635437
0.740478515625,0.6326816082000732,0.7864105701446533,0.5287600755691528
0.7536213994026184,0.6018503904342651,0.77737957239151,0.5391352772712708
0.7629801630973816,0.5825371146202087,0.790710985660553,0.5228571891784668
0.76611328125,0.5743510127067566,0.8043291568756104,0.4792165458202362
0.7769775390625,0.5519651770591736,0.8020355701446533,0.48907744884490967
0.787841796875,0.5288342833518982,0.8279816508293152,0.43771201372146606
0.79150390625,0.5181540846824646,0.8251146674156189,0.45342811942100525
0.7989501953125,0.5026310086250305,0.8332855701446533,0.42132481932640076
0.8002116084098816,0.4957762062549591,0.8312786817550659,0.4215642213821411
0.8096923828125,0.47822949290275574,0.8415997624397278,0.39685535430908203
0.8175455927848816,0.46063604950904846,0.8479071259498596,0.3922273814678192
0.8158366084098816,0.461570143699646,0.84762042760849,0.39238646626472473
0.8212077021598816,0.44810619950294495,0.8469036817550659,0.39139094948768616
0.8235270380973816,0.43964576721191406,0.8523508906364441,0.37333232164382935
0.8301594853401184,0.4302111566066742,0.8517774939537048,0.3772966265678406
0.8306477665901184,0.4247128665447235,0.85163414478302,0.3839865028858185
0.8384602665901184,0.41014721989631653,0.8595183491706848,0.3516857922077179
0.837158203125,0.4126153290271759,0.8509174585342407,0.37661826610565186
0.8411865234375,0.40245321393013,0.8682625889778137,0.3384818434715271
0.8433024287223816,0.39270880818367004,0.8626720309257507,0.3446255028247833
0.8477783203125,0.3856579065322876,0.8701261281967163,0.3309442698955536
0.8487955927848816,0.38162556290626526,0.8699827790260315,0.33677175641059875
0.8533528447151184,0.37317797541618347,0.8741399049758911,0.3247632086277008
0.8511149287223816,0.37349656224250793,0.8692660331726074,0.3427049219608307
0.8584391474723816,0.36072874069213867,0.8684059381484985,0.34713026881217957
0.8564046025276184,0.3623858392238617,0.8777236342430115,0.31558623909950256
0.8622233271598816,0.3537411689758301,0.8742832541465759,0.3153879940509796
0.8602294921875,0.3537285029888153,0.8768635392189026,0.32220226526260376
0.8622233271598816,0.349115252494812,0.8830274939537048,0.3129047155380249
0.8667399287223816,0.3386291265487671,0.889048159122467,0.30303722620010376
0.8683268427848816,0.338291734457016,0.8843176364898682,0.3085242509841919
0.8723551630973816,0.3312133252620697,0.8871846199035645,0.29268327355384827
0.8753662109375,0.32111871242523193,0.8926318883895874,0.28414270281791687
0.8731689453125,0.32563140988349915,0.8767201900482178,0.3467123508453369
0.873291015625,0.3241456151008606,0.8850343823432922,0.3058415949344635
0.877197265625,0.3166990876197815,0.8850343823432922,0.29550451040267944
0.8775227665901184,0.31155145168304443,0.892201840877533,0.29271242022514343
0.8800455927848816,0.30745044350624084,0.8795871734619141,0.3163677453994751
