c.dogalize,c.android.youtube,c.android.chrome,c.katana,p.android.packageinstaller,p.android.settings,p.android.documentsui,p.android.chrome,p.system,p.android.externalstorage,mwra
0.4209753341764013,0.3136538565347242,0.1265950889890587,-0.4539647366557487,-1.7713363542190028,0.8903110275420808,0.7163094018638578,-0.29469097767321684,0.35897138005672957,-0.5032385290551227,1.0
0.06305187667768582,-1.7057205710831278,1.0367595050724878,1.448189079232427,1.4352333892182703,-0.8345269695028276,-2.1731112558835735,-2.120180978522501,0.9284095846514434,-0.27481413359931567,0.0
1.5280226199901918,1.552492387283148,-0.4211461218909702,-0.6429506939171491,-0.3900955709865551,-0.48343915674514043,0.21788625060119735,0.4826806884462072,-1.0344146749571848,1.0537732647378997,1.0
0.8206842164360033,-0.20232401524257754,-0.1935001532249401,-0.14927810437093106,0.09272971057874244,0.39920995660625364,0.33183618618044747,0.1740877040757676,-0.643309635483903,0.5158201567318732,1.0
-0.37153723991980403,-0.21277176592767777,-0.8984319906024266,-0.5526522229073544,-0.7189190772422229,-1.7721604103018231,-0.570982027935426,0.14985784542475303,0.8532256275656116,1.5030053623017632,1.0
-0.28769233947859374,-1.408900617957004,0.8001675197245165,-0.16315482919891514,-1.4938019932165638,0.43504709102563593,1.6317258258232819,0.31789411388920635,-0.7637169711278282,-1.3152361015451188,1.0
0.4542146902992834,0.08634278899762236,-0.7513534975314011,-0.8124814299672126,0.2724427268753659,-0.26343021413794865,-1.2930797373929708,1.2961846298431932,0.11906321882896004,0.20463050931739457,1.0
0.9649260717972763,-0.34806063033763907,-1.2172661041766621,-0.559232289891416,2.3124217074403624,1.0908603949667808,-0.4213217316307671,-0.716693910543171,0.25761644776745113,0.10358681191833802,1.0
-0.27506644811263586,-0.18671967494001182,-0.14071576470031252,0.14937323630242777,-0.08928346896604937,1.15890841081736,-0.16585661381293773,-0.02223900261429165,-0.13935653782682084,-1.7340780712309325,1.0
2.1453156875935404,1.4116593631933618,-0.8512392823415232,-1.7727102036090785,0.16380571850703723,0.49505086333052484,-0.4727373752481522,0.12368025576838715,-0.3921599838388904,0.7368391468719822,1.0
