c.dogalize,c.android.youtube,c.katana,p.android.packageinstaller,p.android.settings,p.android.documentsui,p.android.chrome,p.system,p.android.externalstorage,p.process.gapps,mwra
0.3364427050325465,0.35693691184449383,-0.47110811066628566,-1.8453659530180484,0.905798772955654,0.7707425686474794,-0.21569631974844491,0.32090627944428063,-0.5860703343634954,-0.3300735750174776,1.0
-0.01702889183584171,-1.4393112437820306,1.4270388031017627,1.3820056722407403,-0.854665945192978,-2.235996046074771,-2.112082548478345,0.9098877778110481,-0.35719173372645857,0.3433913598794423,0.0
1.4426176323977233,1.5652222526335635,-0.6571382400037997,-0.45599546964110094,-0.49311811021621105,0.2592802834398593,0.5608110978188818,-1.089356169259802,1.0179245617122004,-2.5472519651565246,1.0
0.7338334058727318,-0.12654319551632925,-0.17027417757043878,0.02922689406635814,0.4084172611780264,0.3764420610969387,0.2551675510185987,-0.6975527004832577,0.45260019346853453,-1.8914922228632327,1.0
-0.44147079736810996,-0.13615250655728606,-0.5683004355771326,-0.786650172372962,-1.8260626142192646,-0.5573017495406422,0.23104486532405016,0.8317886382923236,1.4962408589596718,0.3232779227366866,1.0
-0.3599930754411862,-1.1889559369198999,-0.1840035514304261,-1.566137895452724,0.4447958242958217,1.704748063264762,0.39795204269448436,-0.8184335157248085,-1.3871494833159868,0.26268781112796336,1.0
0.36938950559151246,0.14213547865122633,-0.8237071010292604,0.20995459858969043,-0.2673278126473305,-1.3116008960900554,1.3551332879162599,0.07479823507946742,0.13034451356995966,-0.7158386215794929,1.0
0.8778357646899434,-0.25977276756682305,-0.5747769747501276,2.2677820825997737,1.108289060016934,-0.4016382559652436,-0.6468808214482671,0.21676232486088917,0.026649385304743336,0.7974992031407921,1.0
-0.3477087134551166,-0.11217362743718463,0.12598679660376866,-0.15364899323993395,1.17692384185403,-0.13664755445017335,0.059120360216272295,-0.18858435909412002,-1.7944327467240149,1.4273990076616938,1.0
0.9049871520070111,0.18086549083378706,1.1991569619435956,1.4350294300789321,0.28234626316098876,0.9229034526106158,-0.40142735958704706,0.06459845797920445,0.7188161088932626,0.4709087557162839,1.0
2.0658859467950927,1.4251620993893641,-1.762870447207936,0.10068271270130562,0.505674385608053,-0.4550844577324949,0.2049610597351165,-0.444571055134558,0.6837425125288628,0.8577406175528988,1.0
-1.855120809329268,-1.8877398008457205,0.5985635315610139,-0.29049426945319995,-1.1072850004905448,-0.7666611216681081,0.09563528835739456,0.8645993349035429,0.671398603709029,0.4689065426616313,0.0
0.3981405699091971,-1.9124375553488338,0.9845742980432568,0.11998980122981787,-0.3391587638991218,0.21858884981136706,-1.251802834871264,2.105043971004439,0.7522220263099905,1.2460227652234963,0.0
0.5348276239293299,-1.037724517349822,-0.18827105958742257,-0.9123555324409944,0.8306844817649446,0.5941329965471885,-0.43663711433230346,-0.059970924306769244,-0.9775236378130722,2.208748166839207,1.0
-1.3245103348288685,0.36500003517178214,0.8388118942914082,1.3814001566018579,-2.225388269027993,0.15956115082275865,0.8222879415219336,0.6229640229803994,1.553186884751289,-1.1981361851287544,0.0
-0.0008115448108785815,-2.0017191371320644,1.2499470755622253,0.2615972617504494,-0.4941026329488456,0.19018855599557138,-0.8652330732033063,0.4023963533681365,1.1011290948852115,-1.7672420650980465,0.0
2.071146647118875,-0.2135780769036277,1.4145061590658528,1.5835890649091884,2.0248495552854644,0.06664213399906012,-1.0209760464241457,-0.5601856038001919,-0.38041127235007294,-0.7039126486908497,1.0
0.09855042534609841,-0.3660678028675673,0.3385120219863605,0.13904857978572516,0.508867494953109,2.1652024152506444,0.05187854463331204,-1.38339755597509,-0.46624847418718746,-0.4186138014416137,1.0
-1.0176328041053662,-0.343816353254331,0.9376401479935091,-0.04356087478170627,1.8288079551357244,1.417397189993682,-1.3972236490312675,-0.4057872814600255,-1.8209393518691768,-1.615929748771788,1.0
-0.3046666804127962,-2.143938868234263,0.5778301211440235,-0.2830760476493686,0.15095022751580134,1.3278468624218382,0.7896460787996881,0.9388511219294312,0.3143745798500645,0.8701124115146697,0.0
-0.33122753311864866,0.7843247774375306,-0.740336909149838,-0.6158612731140498,0.8698038335667072,0.8556459355130104,0.9241916917731937,0.2933026477402616,-0.9187059814471855,0.7853419801604316,1.0
-0.7024952879687282,-0.7819034455173793,1.2840057618407776,-0.6201304598847315,-0.9910372969599395,-1.1922505072019467,0.1823013136694654,-1.0238931835663612,0.7846651812035398,-0.4741355634982155,0.0
0.27767295725277247,0.6459647280127883,-0.5015744024985963,-0.3654444626738615,-1.0828882645242217,1.2487338310550624,-0.07974439807949059,-2.420464863905549,-1.1406717238615878,-0.6732224584166758,1.0
-0.5576830207286182,-0.6079398617838033,0.04750684241460762,0.3527595537847089,-1.1746075616508376,-1.4671685945958812,0.5398125558943945,0.6232785240569507,1.7322876189033614,0.01148224902685589,0.0
-0.5795252757177931,0.32009777614538576,0.382271773190207,0.11158581069627854,1.8698236520409544,0.8348156611289597,-1.6225997266109253,0.4477361518836908,-1.3485924403009444,0.5176715263207351,1.0
1.1226486373110194,-0.3227887315275836,0.35625045007266526,1.7419721309816711,-0.22922114582543243,-1.3036792615682449,-0.19454205105802316,-0.5930781180142927,0.16391190922738855,0.683483853377456,1.0
0.04648945747154851,-0.48262111040188543,0.08813546930946438,0.45228349682606833,-1.4971098513257808,-2.4706477229429247,0.08138264658549103,-1.6959502467807062,1.2693657973807273,0.3643579444073025,1.0
0.7960580688264742,0.28738764277346224,-0.7982490039853106,0.27617442964044947,-0.4434770381342008,-0.27536518045458913,0.4636930922122981,-0.3035991505469208,0.60390753468926,1.1143905503942975,1.0
0.1697432630662305,1.0813218444299375,-0.8763770929541099,-1.1312138474819573,0.8324270955381019,-0.018549206464804912,-0.2914326041105251,0.24268826939929958,-0.7001054669429061,1.046294665280809,1.0
-0.47965835084146224,-0.6771256998178415,1.0002930661293445,0.9123956208709203,-1.991375356111896,-0.8939625126485261,0.6678025538101867,0.9804317235178861,0.958768407388693,0.862629831155154,0.0
-0.5960251001252629,0.3915379566172075,0.40272283327483227,-0.37392742140123103,-0.38029599321082863,1.5816481140606415,0.975457902579107,-1.9175489017948895,-1.0939982520638287,0.5207941088894259,1.0
-0.3558428538482703,-1.4874129551099913,0.5977249443558764,1.2688803772110016,-1.204233670753046,-1.139031882665377,1.257594126190626,-0.5513521181637875,1.9537441403026357,-0.6625157011926464,0.0
1.192157513102798,-0.2910354964513579,-0.9269461372103709,-0.23394022283448032,-0.01850055522343379,-1.1222647462904116,0.26873285558674004,-1.023185000711991,0.598989727604761,1.1993024440724915,1.0
0.7044946862390999,0.2161616088142163,-0.47051816719789064,2.1187239921239653,-0.05539754864267733,0.4909593974213515,-0.274273363873342,-0.2485087516146437,1.224348379116691,0.2007761124454878,1.0
0.8376714878863211,1.2343990599110797,-0.21593720798025332,0.18082864210703262,1.464629409452697,0.4002603363783218,-1.1008013484112553,0.4693536697690349,0.06757643120145172,1.3865649558032676,1.0
0.10396084976206374,-0.5184666428507909,0.4492874770987051,0.4202400561352844,-0.0015935787632607988,-0.7171632128655214,-0.342152304686968,-0.19814030096424884,0.7478324064250961,-0.5563818877873037,1.0
1.23998938753395,0.9932523556258118,-0.8864731376474978,2.0192667938806417,0.6242550306067933,0.08096294280111561,-0.4756304768649957,-0.015468201775701254,1.1922003034634117,0.7705303024985113,0.0
0.6182710987616433,0.024962356485525274,0.10721895913984339,0.25214488546873326,0.31661758335569923,-0.9968806669480091,0.8235459334087423,-0.5008954327854396,1.0427615154583805,0.38255785492752414,1.0
-0.8911062369390743,0.7539401434185864,-1.7344509659169363,-0.3518118724988081,-1.3003449292733695,1.4585282819072893,0.7018998094874082,-2.1949287377065185,-0.4604610212574833,-0.5593634844050195,1.0
1.700605573508273,-0.17951170183466977,-0.532690459755948,1.5004743067812074,0.34200478539230633,0.0777199050859005,0.2508382767956209,-0.3695485924106377,0.9736486996881272,0.8038887287057361,1.0
1.168365338111545,-0.0039046639799957903,-0.8508296573543382,0.6044348517777685,0.5840914161286203,-0.8727771158976403,-0.08016161426563129,0.2845380867135908,-0.866699095514177,0.07551391498976555,1.0
-0.7878006048762203,1.610080089811709,-0.3800807558714628,-0.3070074160767301,1.0718746738518798,-0.05468404695711838,-1.9648713909425022,1.506258329508205,-0.2478474065776724,1.0862734604345956,1.0
